Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.34717559814453,24.817060849329348,23.906240003076384,24.805925451348912,212818400
2015-01-05,23.66128158569336,24.195748521316084,23.474219092688358,24.115578396021498,257142000
2015-01-06,23.66349983215332,23.92405178884312,23.300506989170014,23.725853972316052,263188400
2015-01-07,23.995317459106445,24.095529242203433,23.761487699849283,23.872834880634,160423600
2015-01-08,24.91727066040039,24.975171667068338,24.206875140930833,24.324904573490937,237458000
2015-01-09,24.943992614746094,25.2201331108292,24.543142137348912,25.090969990443114,214798000
2015-01-12,24.32935333251953,25.082059487589106,24.229141572772715,25.075378930142353,198603200
2015-01-13,24.54537010192871,25.11992189929338,24.2536410640754,24.814830045881223,268367600
2015-01-14,24.45183753967285,24.6054954684306,24.162334237858946,24.282589377119052,195826400
2015-01-15,23.7882137298584,24.509743049160285,23.752583512361454,24.496381929976845,240056000
2015-01-16,23.603370666503906,23.95745552127747,23.427441948588125,23.83497296480989,314053200
2015-01-20,24.21132469177246,24.266998267057435,23.716943071398276,24.01535261939484,199599600
2015-01-21,24.396169662475586,24.732436948207848,24.11111943294033,24.262551677152736,194303600
2015-01-22,25.030851364135742,25.046439904463977,24.434030293103564,24.554285475217153,215185600
2015-01-23,25.160009384155273,25.33148329272044,24.837101544746282,25.00857715233457,185859200
2015-01-26,25.186723709106445,25.46731898856069,25.119916441918114,25.32924791793533,222460000
2015-01-27,24.304859161376953,25.048659110774842,24.28036264903307,25.035296295572685,382274800
2015-01-28,25.678878784179688,26.304650912642366,25.678878784179688,26.195529484067638,585908400
2015-01-29,26.47835922241211,26.54294078942319,25.734559191166447,25.903807377160213,337745600
2015-01-30,26.090866088867188,26.72331711164521,26.02182969765997,26.36700655662782,334982000
2015-02-02,26.41822624206543,26.53848137725564,25.850356752527166,26.28906482932585,250956400
2015-02-03,26.42267608642578,26.520660412156765,26.191073836386437,26.389271605348693,207662800
2015-02-04,26.625329971313477,26.83689057578271,26.346962096240286,26.389274556938666,280598800
2015-02-05,26.815372467041016,26.88020890532146,26.661106399900362,26.83325702823042,168984800
2015-02-06,26.589567184448242,26.88468381169887,26.48225127193503,26.833261212723496,174826400
2015-02-09,26.76618194580078,26.79300963629944,26.477772332843948,26.504601729070643,155559200
2015-02-10,27.280405044555664,27.30947065641,26.86456040190281,26.86679490610053,248034000
2015-02-11,27.919828414916992,27.928771550106983,27.387724664077226,27.448088694448884,294247200
2015-02-12,28.273067474365234,28.501113100082545,28.074087457143616,28.18363785066684,297898000
2015-02-13,28.411684036254883,28.456397996121098,28.091974276599576,28.456397996121098,217088800
2015-02-17,28.579362869262695,28.814115414050107,28.375910436349848,28.50334709347577,252609600
2015-02-18,28.778348922729492,28.791762771854323,28.494409940911336,28.53465319401436,179566800
2015-02-19,28.717981338500977,28.847654224108258,28.691153641981135,28.724688262630938,149449600
2015-02-20,28.95273208618164,28.95273208618164,28.628551598396026,28.755986560261935,195793600
2015-02-23,29.735244750976562,29.735244750976562,28.988510851919848,29.068997365147702,283896400
2015-02-24,29.5496768951416,29.869388425817633,29.326103638695233,29.72182925781331,276912400
2015-02-25,28.79399299621582,29.42223659898732,28.65090627439126,29.413291759928978,298846800
2015-02-26,29.158418655395508,29.25902592111176,28.306605241431175,28.793993218724225,365150000
2015-02-27,28.720218658447266,29.191958310724683,28.671032274876598,29.064519931985192,248059200
2015-03-02,28.861066818237305,29.12711950202075,28.684445471395218,28.89683935301385,192386800
2015-03-03,28.921430587768555,28.95720312012517,28.637491655804688,28.83200266833348,151265200
2015-03-04,28.738101959228516,28.966147612814165,28.688918986353976,28.86330583572629,126665200
2015-03-05,28.261892318725586,28.78505284884034,28.116569380673152,28.747045809793374,226068400
2015-03-06,28.304365158081055,28.923662136098294,28.22835109318331,28.706795871600054,291368400
2015-03-09,28.42509651184082,28.968381161803812,27.96006384646117,28.608426467613626,354114000
2015-03-10,27.837099075317383,28.442982231001093,27.678362311051448,28.261888488309893,275426400
2015-03-11,27.32958984375,27.895229815540816,27.300525939309438,27.890759101676228,275756000
2015-03-12,27.823684692382812,27.92429365811465,27.193208322230415,27.345238169927427,193450800
2015-03-13,27.631410598754883,28.036079245224027,27.405602897906892,27.812506048221806,207309200
2015-03-16,27.935476303100586,27.935476303100586,27.47044524947733,27.696252998985834,143497200
2015-03-17,28.402742385864258,28.465342615236214,28.091975743104673,28.147869048719393,204092400
2015-03-18,28.72245216369629,28.876718233033966,28.25294873765399,28.39379925374818,261083600
2015-03-19,28.505586624145508,28.89683977388868,28.483229642448713,28.785053159676345,183238000
2015-03-20,28.14786720275879,28.706798516522504,27.98242350659308,28.673263899935556,274780400
2015-03-23,28.440750122070312,28.583836851496212,28.28648404895587,28.420629350304967,150838800
2015-03-24,28.324491500854492,28.626313297924657,28.29542589088266,28.44522124311953,131369200
2015-03-25,27.58446502685547,28.35355749848494,27.58446502685547,28.290957265813407,206620800
2015-03-26,27.776737213134766,27.919823941792988,27.410077257732027,27.44584979276076,190291600
2015-03-27,27.555402755737305,27.879583282336927,27.479388670333233,27.850519374222753,158184800
2015-03-30,28.25295066833496,28.259657592550866,27.72308148080888,27.734260824987675,188398800
2015-03-31,27.8192138671875,28.279774122012316,27.803563811122427,28.190344499185546,168362400
2015-04-01,27.778974533081055,27.973483862183773,27.52186497090484,27.90641120918879,162485600
2015-04-02,28.0181941986084,28.071851290618618,27.765557089070754,27.953357763970626,128880400
2015-04-06,28.4720458984375,28.50781842820649,27.796855603464806,27.82815571414862,148776000
2015-04-07,28.172462463378906,28.64420039724339,28.16575553956841,28.536886204818757,140049200
2015-04-08,28.080801010131836,28.259660299756256,27.939950470919413,28.136694324923393,149316800
2015-04-09,28.295429229736328,28.29990164982664,27.870641430494988,28.13669243109999,129936000
2015-04-10,28.416156768798828,28.440749960190956,28.00478285047292,28.15904721698096,160752000
2015-04-13,28.360265731811523,28.744813691106838,28.306608630720113,28.700096313028435,145460400
2015-04-14,28.237300872802734,28.45863790263033,28.150107445727365,28.393801458392254,102098400
2015-04-15,28.3446102142334,28.42286049361547,28.172459599592838,28.261889221341562,115881600
2015-04-16,28.20823860168457,28.416161807587375,28.194824751538796,28.232831797437598,113476000
2015-04-17,27.890756607055664,28.2015232175618,27.82592017458435,28.069615848750885,207828000
2015-04-20,28.527944564819336,28.644201896987713,27.984661533255597,28.074091168777347,188217200
2015-04-21,28.373682022094727,28.662090014019615,28.320023213883484,28.639734735857733,129740400
2015-04-22,28.755983352661133,28.811876651612163,28.241766025748504,28.391559657562524,150618000
2015-04-23,28.99074363708496,29.15842357874336,28.64867682901839,28.684449368655233,183083600
2015-04-24,29.127119064331055,29.205371056546777,28.89236649914051,29.174070941951815,178103600
2015-04-27,29.6569881439209,29.764305752556403,29.32162829271279,29.580974063063362,387816800
2015-04-28,29.18971061706543,30.07953082016312,28.968375376597475,30.06164796981582,475696000
2015-04-29,28.760467529296875,29.420008044253308,28.684453430397788,29.10029988105311,253544400
2015-04-30,27.980192184448242,28.76046233835146,27.85275550197277,28.76046233835146,332781600
2015-05-01,28.829769134521484,29.09358733642668,28.013728158418992,28.19258573020059,234050400
2015-05-04,28.77387809753418,29.191962416690092,28.67550531655632,28.952737389179635,203953200
2015-05-05,28.125511169433594,28.717978825446583,28.121038749919382,28.65090617855955,197085600
2015-05-06,27.94888687133789,28.3379037709446,27.579990741458065,28.295424316105823,288564000
2015-05-07,28.12175941467285,28.305855165468646,27.843369381486465,28.011749704026023,175763600
2015-05-08,28.65159797668457,28.65159797668457,28.312591761200302,28.440560745305138,222201600
2015-05-11,28.359729766845703,28.638118022172865,28.204819358169168,28.59995223572737,168143200
2015-05-12,28.258708953857422,28.485459888876736,28.02297581655047,28.198091078388448,192640000
2015-05-13,28.290138244628906,28.555056673294885,28.25870738977473,28.321569099483078,138776800
2015-05-14,28.950193405151367,28.950193405151367,28.548327154248955,28.604453936122344,180814000
2015-05-15,28.909778594970703,29.071423971906423,28.784055174177652,28.977131406311635,152832000
2015-05-18,29.22857666015625,29.3475651359222,28.81772830157141,28.822219402271852,203531600
2015-05-19,29.20163917541504,29.38348937228681,29.105099344240987,29.340832476584765,178532800
2015-05-20,29.199390411376953,29.40593651484496,29.037745038974826,29.185920534627808,145819600
2015-05-21,29.497989654541016,29.55187259530724,29.14775910382733,29.20164204459355,158921600
2015-05-22,29.756166458129883,29.85270628254173,29.50022852755135,29.545132683485864,182384000
2015-05-26,29.100608825683594,29.83923909343179,28.988355277149765,29.769642441453847,282790400
2015-05-27,29.64390754699707,29.69329936900828,29.1971407374941,29.262246270669504,183332800
2015-05-28,29.585542678833008,29.623708471284395,29.432879509027448,29.603503656287693,122933200
2015-05-29,29.2487850189209,29.51145791757501,29.163471223805256,29.462066081003485,203538000
2015-06-01,29.30715560913086,29.49798801625256,29.197149321522843,29.248784995822657,128451200
2015-06-02,29.176942825317383,29.334097102646144,29.033258425230184,29.154490746110564,134670400
2015-06-03,29.212858200073242,29.39695563770264,29.163466371719306,29.334093933562347,123934000
2015-06-04,29.042238235473633,29.316137168158033,28.94121072685873,29.09163007092206,153800400
2015-06-05,28.882837295532227,29.11632659995545,28.81773174327771,29.073669702471985,142507200
2015-06-08,28.69200897216797,29.008564815344652,28.474236804227125,28.938964734550975,210699200
2015-06-09,28.6066951751709,28.754870688024273,28.202583410108897,28.44504978400478,224301600
2015-06-10,28.934476852416992,29.037748202549,28.703233094960424,28.71894852383094,156349200
2015-06-11,28.869365692138672,29.22633114073477,28.84466977537192,29.001824052202938,141563600
